level0,level1,level2,level3,level4,level5,level6,level7,Comment/help
Photo Shooting,Focus mode,Manual focus,,,,,,Focus manually (Manual Focus). The shutter can be released whether or not the subject is in focus.
Photo Shooting,Focus mode,Full-time AF,,,,,,"The camera adjusts focus continuously in response to subject movement or changes in composition. When the shutter-release button is pressed halfway, the focus point will turn from red to green and focus will lock. This option is only available in movie mode."
Photo Shooting,Focus mode,Continuous AF,,,,,,"For moving subjects. The camera adjusts focus continuously in response to changes in the distance to the subject while the shutter-release button is pressed halfway. At default settings, the shutter can be released whether or not the subject is in focus (release priority)."
Photo Shooting,Focus mode,Single AF,,,,,,"Use with stationary subjects. When you press the shutter-release button halfway to focus, the focus point will turn from red to green and focus will lock. If the camera fails to focus, the focus point will flash red and the shutter release will be disabled. At default settings, the shutter can only be released if the camera is able to focus (focus priority)."
Setup,Language,,,,,,,Choose a language for camera menus and messages. The languages available vary with the country or region in which the camera was originally purchased. B The Setup Menu: Camera Setup.
Setup,Time zone and date,,,,,,,Change time zones and set the camera clock. We recommend that the camera clock be adjusted regularly. Choose a time zone. [Date and time] is automatically set to the time in the new time zone.
Setup,Time zone and date,Date and time,,,,,,Change time zones and set the camera clock. We recommend that the camera clock be adjusted regularly. Choose a time zone. [Date and time] is automatically set to the time in the new time zone.
Setup,Time zone and date,Time zone,,,,,,Change time zones and set the camera clock. We recommend that the camera clock be adjusted regularly. Choose a time zone. [Date and time] is automatically set to the time in the new time zone.
Setup,Time zone and date,"Choose the order in which the day, month, and year are displayed.",,,,,,
Photo Shooting,AF-area mode,Auto-area AF (animals),,,,,,
Photo Shooting,AF-area mode,Auto-area AF (people),,,,,,
Photo Shooting,AF-area mode,Auto-area AF,,,,,,"The camera automatically detects the subject and selects the focus area. Use on occasions when you don’t have time to select the focus point yourself, for portraits, or for snapshots and other spur-of-the-moment photos. If [Auto-area AF (people)] is selected, the camera will detect and focus on the faces or eyes of human portrait subjects (face/eye-detection AF, Focusing on the Faces or Eyes of Portrait Subjects (Face/Eye-Detection AF)). If [Auto-area AF (animals)] is selected, the camera will detect and focus on the faces or eyes of dogs and cats (animal-detection AF, Focusing on the Faces or Eyes of Animals (Animal-Detection AF)). Subject tracking (Subject-Tracking AF) can be initiated by pressing the J button. Custom Setting f2 or g2 [Custom controls] can be used to configure the Fn1 or Fn2 button to start subject-tracking AF (f2: Custom Controls, g2: Custom Controls). Subject-tracking AF can also be assigned to the lens Fn or Fn2 button using Custom Setting f2 [Custom controls]."
Photo Shooting,AF-area mode,Wide-area AF (L‑animals),,,,,,
Photo Shooting,AF-area mode,Wide-area AF (L‑people),,,,,,
Photo Shooting,AF-area mode,Wide-area AF (L),,,,,,
Photo Shooting,AF-area mode,Wide-area AF (S),,,,,,"As for single-point AF except that the camera focuses on a wider area. Choose for snapshots, subjects that are in motion, and other subjects that are difficult to photograph using single-point AF. During movie recording, wide-area AF can be used for smooth focus when making panning or tilting shots or filming moving subjects. If the selected focus area contains subjects at different distances from the camera, the camera will assign priority to the closest subject. The focus areas for [Wide-area AF (L)] are larger than those for [Wide-area AF (S)]. If [Wide-area AF (L-people)] is selected, the camera will detect and focus on the faces or eyes of human portrait subjects (face/eye-detection AF, Focusing on the Faces or Eyes of Portrait Subjects (Face/Eye-Detection AF)). If [Wide-area AF (L-animals)] is selected, the camera will detect and focus on the faces or eyes of dogs and cats (animal-detection AF, Focusing on the Faces or Eyes of Animals (Animal-Detection AF))."
Photo Shooting,AF-area mode,Dynamic-area AF,,,,,,"The camera focuses on a point selected by the user. If the subject briefly leaves the selected point, the camera will focus based on information from surrounding focus points. Use for photographs of athletes and other active subjects that are hard to frame using single-point AF. This option is only available when photo mode is selected and [Continuous AF] is chosen for focus mode."
Photo Shooting,AF-area mode,Single-point AF,,,,,,The camera focuses on a point selected by the user. Use with stationary subjects.
Photo Shooting,AF-area mode,Pinpoint AF,,,,,,"With a focus area smaller than that employed for single-point AF, pinpoint AF is used for pinpoint focus on a selected spot in the frame. Focusing may be slower than with single-point AF. Recommended for shots involving static subjects, such as buildings, in-studio product photography, or close-ups. This option is only available when photo mode is selected and [Single AF] is chosen for focus mode."
Setup,Time zone and date,On,,,,,,"Select to turn daylight saving time on, [Off] to turn it off. Selecting automatically advances the clock one hour. The default setting is [Off]"
Setup,Monitor brightness,,,,,,,[Monitor brightness] can only be adjusted when the monitor is the active display. It cannot be adjusted when [Viewfinder only] is selected for monitor mode or when your eye is to the viewfinder. Higher values increase the drain on the battery.
Setup,Monitor color balance,,,,,,,Adjust monitor color balance to your taste. [Monitor color balance] can only be adjusted when the monitor is the active display. It cannot be adjusted when [Viewfinder only] is selected for monitor mode or when your eye is to the viewfinder.
Setup,Viewfinder brightness,,,,,,,Adjust viewfinder brightness. [Viewfinder brightness] can only be adjusted when the viewfinder is the active display. It cannot be adjusted when the monitor is on or when [Monitor only] is selected for monitor mode. Higher values increase the drain on the battery.
Setup,Viewfinder brightness,Viewfinder brightness is adjusted automatically in response to lighting conditions.,,,,,,
Setup,Viewfinder brightness,"Press 1 or 3 to adjust brightness manually. Choose higher values for increased brightness, lower values for reduced brightness.",,,,,,
Setup,Viewfinder color balance,,,,,,,Adjust viewfinder color balance to your taste. [Viewfinder color balance] can only be adjusted when the viewfinder is the active display. It cannot be adjusted in the monitor or when [Monitor only] is selected for monitor mode.
Setup,Control panel brightness,,,,,,,Adjust the brightness of the control panel. Raising control panel brightness increases the drain on the battery.
Setup,Control panel brightness,Control panel brightness is adjusted automatically in response to ambient lighting.,,,,,,
Setup,Control panel brightness,Press 1 or 3 to adjust control panel brightness.,,,,,,
Setup,Control panel brightness,Turn the control panel off.,,,,,,
Photo Shooting,Vibration reduction,Off,,,,,,Vibration reduction is disabled.
Photo Shooting,Vibration reduction,Sport,,,,,,Choose when photographing athletes and other subjects that are moving rapidly and unpredictably.
Photo Shooting,Vibration reduction,On,,,,,,Choose for enhanced vibration reduction when photographing static subjects.
Setup,Limit monitor mode selection,,,,,,,Choose the monitor modes that can be selected using the M button
Setup,Information display,,,,,,,"Adjust the appearance of the information display according to lighting conditions. To make the display easier to read in bright locations, the monitor lights and the lettering is displayed in black."
Setup,Information display,Dark on light,,,,,,"Adjust the appearance of the information display according to lighting conditions. To make the display easier to read in bright locations, the monitor lights and the lettering is displayed in black."
Setup,Information display,Light on dark,,,,,,"Adjust the appearance of the information display according to lighting conditions. To make the display easier to read in bright locations, the monitor lights and the lettering is displayed in black."
Setup,AF fine-tuning options,,,,,,,"We recommend that you perform fine-tuning at a focus distance you use frequently. If you perform focus-tuning at a short focus distance, for example, you may find it less effective at longer distances"
Setup,AF fine-tuning options,On,,,,,,Fine-tune focus for the current lens. Use only as required.
Setup,AF fine-tuning options,"Fine-tune focus for the current lens. Press 1 or 3 to highlight items and press 4 or 2 to choose from values between +20 and –20. The larger the fine-tuning value, the farther the focal point is from the lens; the smaller the value, the closer the focal point. The display shows the current and previous values. The camera can store values for up to 40 lens types. New values overwrite existing values.",,,,,,
Setup,AF fine-tuning options,Fine-tune and save lens,,,,,,Choose the fine-tuning values for lenses for which no values have previously been saved using . Press 4 or 2 to choose from values between +20 and –20
Setup,AF fine-tuning options,Fine-tune and save lens,,,,,,"List values saved using . Highlighting a lens in the list and pressing 2 displays a [Choose lens number] dialog. The [Choose lens number] dialog is used to enter the lens identifier. In the case of Z mount lenses and some F mount lenses, the lens serial number is entered automatically"
Setup,Non-CPU lens data,,,,,,,"Record data for non-CPU lenses attached using an optional mount adapter. Recording the focal length and maximum aperture of non-CPU lenses allows them to be used with some camera features normally reserved for CPU lenses, such as on-board vibration reduction. Choose a lens identifier."
Setup,Non-CPU lens data,Choose a lens identifier.,,,,,,
Setup,Non-CPU lens data,Enter the focal length.,,,,,,
Setup,Non-CPU lens data,Enter the maximum aperture.,,,,,,
Setup,Save focus position,,,,,,,"If [On] is selected, the camera will save the focus position in effect when the camera is turned off and restore it when the camera is turned on"
Setup,Clean image sensor,,,,,,,Dirt or dust entering the camera when lenses are exchanged or the body cap is removed may adhere to the image sensor and affect your photographs. The “clean image sensor” option vibrates the sensor to remove dust. Perform image sensor cleaning immediately.
Setup,Clean image sensor,Perform image sensor cleaning immediately.,,,,,,
Setup,Clean image sensor,Clean at shutdown,,,,,,Dirt or dust entering the camera when lenses are exchanged or the body cap is removed may adhere to the image sensor and affect your photographs. The “clean image sensor” option vibrates the sensor to remove dust. Perform image sensor cleaning immediately.
Setup,Image Dust Off ref photo,,,,,,,"Acquire reference data for the Image Dust Off option in NX Studio. Image Dust Off processes NEF (RAW) pictures to mitigate effects caused by dust adhering in front of the camera image sensor. For more information, refer to NX Studio’s online help. Choose a start option."
Setup,Pixel mapping,,,,,,,"Pixel mapping checks and optimizes the camera image sensor. If you notice unexpected bright spots appearing in pictures taken with the camera, perform pixel mapping as described below. Pixel mapping is available only when a Z mount lens or an optional FTZ mount adapter is attached."
Setup,Image comment,,,,,,,Add a comment to new photographs as they are taken. Comments can be viewed in the NX Studio [Info] tab. Comments can be viewed on the shooting data page in the photo information display.
Setup,Copyright information,,,,,,,"Add copyright information to new photographs as they are taken. Copyright information can be viewed in the NX Studio [Info] tab. To prevent unauthorized use of the artist or copyright holder names, make sure that [Attach copyright information] is not selected before lending or transferring the camera to another person. You will also need to make sure that the artist and copyright fields are blank."
Movie Shooting,Manage Picture Control,Copy custom Picture Controls to and from the memory card.,,,,,,Copy custom Picture Controls to and from the memory card.
Movie Shooting,Manage Picture Control,Delete custom Picture Controls.,,,,,,Delete custom Picture Controls.
Movie Shooting,Manage Picture Control,Rename custom Picture Controls.,,,,,,Rename custom Picture Controls.
Movie Shooting,Manage Picture Control,"Create a new custom Picture Control based on an existing preset or custom Picture
                                                         Control, or edit existing custom Picture Controls.",,,,,,"Create a new custom Picture Control based on an existing preset or custom Picture Control, or edit existing custom Picture Controls."
Setup,Beep options,,,,,,,"If [On] is selected for [Beep on/off], beeps sound when:"
Setup,Touch controls,,,,,,,Adjust settings for monitor touch controls. Enable or disable touch controls. Select [Playback only] to enable touch controls in playback mode only.
Setup,Touch controls,LeftURight,,,,,,Adjust settings for monitor touch controls. Enable or disable touch controls. Select [Playback only] to enable touch controls in playback mode only.
Setup,Touch controls,LeftVRight,,,,,,Adjust settings for monitor touch controls. Enable or disable touch controls. Select [Playback only] to enable touch controls in playback mode only.
Setup,HDMI,,,,,,,
Movie Shooting,Active D-Lighting,Off,,,,,,Active D-Lighting off.
Movie Shooting,Active D-Lighting,Low,,,,,,
Movie Shooting,Active D-Lighting,Normal,,,,,,
Movie Shooting,Active D-Lighting,High,,,,,,
Movie Shooting,Active D-Lighting,Extra high,,,,,,"Choose the amount of Active D-Lighting performed from [Extra high], [High], [Normal], and [Low]."
Movie Shooting,Active D-Lighting,Auto,,,,,,The camera automatically adjusts Active D-Lighting in response to shooting conditions.
Setup,Location data,,,,,,,"Adjust settings for use when the camera is connected to a GPS receiver. If [Enable] is selected when a GPS receiver is connected, the standby timer will expire if no operations are performed for the time selected for Custom Setting c3 [Power off delay] > [Standby timer]. Choose this option to reduce the drain on the battery."
Setup,Location data,Enable,,,,,,"Adjust settings for use when the camera is connected to a GPS receiver. If [Enable] is selected when a GPS receiver is connected, the standby timer will expire if no operations are performed for the time selected for Custom Setting c3 [Power off delay] > [Standby timer]. Choose this option to reduce the drain on the battery."
Setup,Location data,View the location data supplied by the GPS receiver. The items displayed vary with the source.,,,,,,
Setup,Location data,Yes,,,,,,"Adjust settings for use when the camera is connected to a GPS receiver. If [Enable] is selected when a GPS receiver is connected, the standby timer will expire if no operations are performed for the time selected for Custom Setting c3 [Power off delay] > [Standby timer]. Choose this option to reduce the drain on the battery."
Setup,Wireless remote (WR) options,,,,,,,"Adjust status LED and link mode settings for optional WR-R10 wireless remote controllers. You can also choose a link mode for connection to optional radio-controlled flash units that support Advanced Wireless Lighting. Enable or disable the status LEDs on a WR-R10 wireless remote controller mounted on the camera. For more information, see the documentation supplied with the wireless remote controller."
Setup,Wireless remote (WR) options,"The camera connects only to devices with which it has previously been paired. Press the pairing button on the wireless remote controller connected to the camera to pair it with other devices. As camera will not communicate with devices with which it has not been paired, this option can be used to prevent signal interference from other devices in the vicinity. Given that each device must be paired separately, however, PIN is recommended when connecting to a large number of devices.",,,,,,
Setup,Wireless remote (WR) options,"Communication is shared among all devices with the same four-digit PIN. Connect using a four-digit PIN. Press 4 or 2 to highlight digits and press 1 or 3 to change. Press J to enter and display the selected PIN. This option is a good choice for photography featuring a large number of remote devices. If there are multiple cameras present that share the same PIN, the flash units will be under the sole control of the camera that connects first, preventing all other cameras from connecting (the LEDs on the wireless remote controllers connected to the affected cameras will blink).",,,,,,
Movie Shooting,High ISO NR,Low,,,,,,Noise reduction is performed only as required. The amount of noise reduction performed is always lower than when is selected.
Movie Shooting,High ISO NR,High,,,,,,"Reduce noise in photographs taken at all ISO sensitivities. The higher the sensitivity, the greater the effect. Choose the amount of noise reduction performed from , [Normal], and [Low]."
Setup,Assign remote (WR) Fn button,,,,,,,Choose the role played by the Fn button on optional wireless remote controllers equipped with an Fn button. See Custom Setting f2 [Custom controls] for more information
Setup,Airplane mode,,,,,,,Select [Enable] to disable the camera’s built-in Bluetooth and Wi-Fi functions. The wireless functions of optional peripheral devices connected to the camera can only be disabled by disconnecting the devices.
Setup,Connect to smart device,,,,,,,Connect to smartphones or tablets (smart devices) via Bluetooth or Wi-Fi. Pair with or connect to smart devices using Bluetooth.
Movie Shooting,Vignette control,Vignette control disabled.,,,,,,Vignette control disabled.
Movie Shooting,Vignette control,Low,,,,,,
Movie Shooting,Vignette control,Normal,,,,,,
Movie Shooting,Vignette control,High,,,,,,"Choose the amount of vignette control performed from (in order from high to low) [High], [Normal], and [Low]."
Setup,Connect to smart device,Pair the camera with a smart device (Connecting via Bluetooth).,,,,,,
Setup,Connect to smart device,"List paired smart devices. To connect, select a device from the list.",,,,,,
Setup,Connect to smart device,Enable,,,,,,Select to enable Bluetooth
Setup,Connect to smart device,On,,,,,,"Select to mark pictures for upload as they are taken. Photos are uploaded in JPEG format at a size of 2 megapixels, even if other upload size and format options are selected with the camera. Photos taken in movie mode will not be uploaded. They must be uploaded manually"
Setup,Connect to smart device,Upload selected pictures. Transfer marking appears on the selected pictures.,,,,,,
Setup,Connect to smart device,Remove transfer marking from all pictures.,,,,,,
Setup,Connect to smart device,Choose the camera SSID.,,,,,,
Setup,Connect to smart device,OPEN,,,,,,Choose or [WPA2-PSK-AES]
Movie Shooting,Metering,Highlight-weighted metering,,,,,,"The camera assigns the greatest weight to highlights. Use this option to reduce loss of detail in highlights, for example when photographing spotlit performers on stage."
Movie Shooting,Metering,Spot metering,,,,,,"The camera meters a circle with a diameter of 4 mm/0.16 in. (equivalent to approximately 1.5% of the frame). This ensures that the subject will be correctly exposed even when the background is much brighter or darker. The metered area is centered on the current focus point. If [Auto-area AF], [Auto-area AF (people)], or [Auto-area AF (animals)] is selected for AF-area mode (AF-Area Mode), the camera will instead meter the center focus point."
Movie Shooting,Metering,Center-weighted metering,,,,,,"The camera assigns the greatest weight to the center of the frame. It can be used with subjects that dominate the composition, for example. Center-weighted metering is also recommended when using filters with an exposure factor (filter factor) over 1×. The size of the area assigned the greatest weight can be selected using Custom Setting b3 [Center-weighted area]."
Movie Shooting,Metering,Matrix metering,,,,,,"The camera meters a wide area of the frame and sets exposure according to tone distribution, color, composition, and distance for results close to those seen by the naked eye."
Setup,Connect to smart device,Choose the camera password.,,,,,,
Setup,Connect to smart device,Auto,,,,,,Connect to smartphones or tablets (smart devices) via Bluetooth or Wi-Fi. Pair with or connect to smart devices using Bluetooth.
Setup,Connect to smart device,View current Wi-Fi settings.,,,,,,
Setup,Connect to smart device,Yes,,,,,,Connect to smartphones or tablets (smart devices) via Bluetooth or Wi-Fi. Pair with or connect to smart devices using Bluetooth.
Setup,Connect to PC,,,,,,,Select [Enable] to connect using the settings currently selected for [Network settings]
Movie Shooting,Focus mode,Manual focus,,,,,,Focus manually (Manual Focus). The shutter can be released whether or not the subject is in focus.
Movie Shooting,Focus mode,Full-time AF,,,,,,"The camera adjusts focus continuously in response to subject movement or changes in composition. When the shutter-release button is pressed halfway, the focus point will turn from red to green and focus will lock. This option is only available in movie mode."
Movie Shooting,Focus mode,Continuous AF,,,,,,"For moving subjects. The camera adjusts focus continuously in response to changes in the distance to the subject while the shutter-release button is pressed halfway. At default settings, the shutter can be released whether or not the subject is in focus (release priority)."
Movie Shooting,Focus mode,Single AF,,,,,,"Use with stationary subjects. When you press the shutter-release button halfway to focus, the focus point will turn from red to green and focus will lock. If the camera fails to focus, the focus point will flash red and the shutter release will be disabled. At default settings, the shutter can only be released if the camera is able to focus (focus priority)."
Setup,Connect to PC,Profile name,,,,,,": Rename the profile. The default profile name is the same as the network SSID. [Password protection]: Select [On] to require that a password be entered before the profile can be changed. To change the password, highlight [On] and press 2"
Setup,Connect to PC,SSID,,,,,,"Infrastructure mode: Adjust settings for connection to a network via a router. : Enter the network SSID. [Channel]: Selected automatically. [Authentication/encryption]: Choose [OPEN] or [WPA2-PSK-AES]. [Password]: Enter the network password. Access-point mode: Adjust settings for direct wireless connection to the camera. : Choose the camera SSID. [Channel]: Choose [Auto] or [Manual]. [Authentication/encryption]: Choose [OPEN] or [WPA2-PSK-AES]. [Password]: If [WPA2-PSK-AES] is selected for [Authentication/encryption], you can choose the camera password"
Setup,Connect to PC,Enable,,,,,,"Adjust TCP/IP settings for infrastructure connections. An IP address is required. If is selected for [Obtain automatically], the IP address and sub-net mask for infrastructure mode connections will be acquired via a DHCP server or automatic IP addressing. Select [Disable] to enter the IP address ([Address]) and sub-net mask ([Mask]) manually"
Setup,Wireless transmitter (WT‑7),,,,,,,Adjust settings for connection to computers or ftp servers via wireless or Ethernet networks using an optional WT-7 wireless transmitter. This item is available only when an optional WT-7 wireless transmitter is connected. The options selected for [Connect to smart device] and [Connect to PC] are automatically disabled when the WT-7 is connected and turned on.
Setup,Conformity marking,,,,,,,
Movie Shooting,AF-area mode,Auto-area AF (animals),,,,,,
Movie Shooting,AF-area mode,Auto-area AF (people),,,,,,
Movie Shooting,AF-area mode,Auto-area AF,,,,,,"The camera automatically detects the subject and selects the focus area. Use on occasions when you don’t have time to select the focus point yourself, for portraits, or for snapshots and other spur-of-the-moment photos. If [Auto-area AF (people)] is selected, the camera will detect and focus on the faces or eyes of human portrait subjects (face/eye-detection AF, Focusing on the Faces or Eyes of Portrait Subjects (Face/Eye-Detection AF)). If [Auto-area AF (animals)] is selected, the camera will detect and focus on the faces or eyes of dogs and cats (animal-detection AF, Focusing on the Faces or Eyes of Animals (Animal-Detection AF)). Subject tracking (Subject-Tracking AF) can be initiated by pressing the J button. Custom Setting f2 or g2 [Custom controls] can be used to configure the Fn1 or Fn2 button to start subject-tracking AF (f2: Custom Controls, g2: Custom Controls). Subject-tracking AF can also be assigned to the lens Fn or Fn2 button using Custom Setting f2 [Custom controls]."
Movie Shooting,AF-area mode,Wide-area AF (L‑animals),,,,,,
Movie Shooting,AF-area mode,Wide-area AF (L‑people),,,,,,
Movie Shooting,AF-area mode,Wide-area AF (L),,,,,,
Movie Shooting,AF-area mode,Wide-area AF (S),,,,,,"As for single-point AF except that the camera focuses on a wider area. Choose for snapshots, subjects that are in motion, and other subjects that are difficult to photograph using single-point AF. During movie recording, wide-area AF can be used for smooth focus when making panning or tilting shots or filming moving subjects. If the selected focus area contains subjects at different distances from the camera, the camera will assign priority to the closest subject. The focus areas for [Wide-area AF (L)] are larger than those for [Wide-area AF (S)]. If [Wide-area AF (L-people)] is selected, the camera will detect and focus on the faces or eyes of human portrait subjects (face/eye-detection AF, Focusing on the Faces or Eyes of Portrait Subjects (Face/Eye-Detection AF)). If [Wide-area AF (L-animals)] is selected, the camera will detect and focus on the faces or eyes of dogs and cats (animal-detection AF, Focusing on the Faces or Eyes of Animals (Animal-Detection AF))."
Movie Shooting,AF-area mode,Dynamic-area AF,,,,,,"The camera focuses on a point selected by the user. If the subject briefly leaves the selected point, the camera will focus based on information from surrounding focus points. Use for photographs of athletes and other active subjects that are hard to frame using single-point AF. This option is only available when photo mode is selected and [Continuous AF] is chosen for focus mode."
Movie Shooting,AF-area mode,Single-point AF,,,,,,The camera focuses on a point selected by the user. Use with stationary subjects.
Movie Shooting,AF-area mode,Pinpoint AF,,,,,,"With a focus area smaller than that employed for single-point AF, pinpoint AF is used for pinpoint focus on a selected spot in the frame. Focusing may be slower than with single-point AF. Recommended for shots involving static subjects, such as buildings, in-studio product photography, or close-ups. This option is only available when photo mode is selected and [Single AF] is chosen for focus mode."
Setup,Battery info,,,,,,,View information on the battery currently inserted in the camera. The number of times the shutter has been released since the battery was last charged.
Setup,Battery info,"The current battery level, expressed as a percentage.",,,,,,
Setup,Battery info,The number of times the shutter has been released since the battery was last charged.,,,,,,
Setup,Battery info,A five-level display showing battery age. A value of “0” (k) indicates that battery performance is unimpaired. A value of “4” (l) indicates that the battery has reached the end of its charging life. Replace the battery.,,,,,,
Setup,USB power delivery,,,,,,,Choose whether optional charging AC adapters or computers connected via USB can be used to power the camera (USB power delivery). USB power delivery allows the camera to be used while limiting the drain on the battery. The camera draws power from connected devices while on. Connected devices will also supply power when the camera is off if Bluetooth upload is in progress or the memory card access lamp is lit.
Setup,USB power delivery,The camera draws power from connected devices while on. Connected devices will also supply power when the camera is off if Bluetooth upload is in progress or the memory card access lamp is lit.,,,,,,
Setup,USB power delivery,The camera does not draw power from connected devices at any time.,,,,,,
Setup,Energy saving (photo mode),,,,,,,"In photo mode, the shooting display will dim to save power approximately 15 seconds before the standby timer expires. Enable energy saving. The display refresh rate may drop."
Setup,Energy saving (photo mode),Enable energy saving. The display refresh rate may drop.,,,,,,
Setup,Energy saving (photo mode),Disable,,,,,,"In photo mode, the shooting display will dim to save power approximately 15 seconds before the standby timer expires. Enable energy saving. The display refresh rate may drop."
Setup,Slot empty release lock,,,,,,,Choose whether the shutter can be released when no memory card is inserted in the camera. The shutter cannot be released when no memory card is inserted.
Movie Shooting,Vibration reduction,Off,,,,,,Vibration reduction is disabled.
Movie Shooting,Vibration reduction,Sport,,,,,,Choose when photographing athletes and other subjects that are moving rapidly and unpredictably.
Movie Shooting,Vibration reduction,On,,,,,,Choose for enhanced vibration reduction when photographing static subjects.
Setup,Slot empty release lock,Release locked,,,,,,Choose whether the shutter can be released when no memory card is inserted in the camera. The shutter cannot be released when no memory card is inserted.
Setup,Slot empty release lock,Enable release,,,,,,"The shutter can be released with no memory card inserted. No pictures will be recorded; during playback, the camera displays [Demo]"
Setup,Save/load menu settings,,,,,,,"Save current camera menu settings to a memory card. You can also load saved settings, allowing menu settings to be shared among cameras of the same model. If two memory cards are inserted, the settings will be saved to the card in the slot selected using [Primary slot selection] in the photo shooting menu."
Setup,Reset all settings,,,,,,,"Reset all settings except [Language] and [Time zone and date] to their default values. Copyright information and other user-generated entries are also reset. Once reset, settings cannot be restored. We recommend that you save settings using the [Save/load menu settings] item in the setup menu before performing a reset."
Movie Shooting,Electronic VR,Electronic vibration reduction is disabled.,,,,,,Electronic vibration reduction is disabled.
Movie Shooting,Electronic VR,On,,,,,,"Enable electronic vibration reduction during movie recording. Note that when is selected, the angle of view will be reduced, slightly increasing the apparent focal length."
Setup,Firmware version,,,,,,,View the current camera firmware version. Firmware updates can be performed if the memory card contains a new version of the camera firmware. Firmware updates can be performed whenever the memory card contains a new version of the camera firmware. Updates can be performed using a computer or smart device.
Retouch,NEF (RAW) processing,,,,,,,The process of converting NEF (RAW) images to other formats such as JPEG is referred to as “NEF (RAW) processing”. JPEG copies of NEF (RAW) pictures can be created on the camera as described below. Choose a destination.
Retouch,NEF (RAW) processing,Create JPEG copies of selected NEF (RAW) images. Multiple NEF (RAW) images can be selected.,,,,,,
Retouch,NEF (RAW) processing,Create JPEG copies of all NEF (RAW) pictures taken on selected dates.,,,,,,
Retouch,NEF (RAW) processing,Create JPEG copies of all NEF (RAW) pictures in a selected folder.,,,,,,
Retouch,Trim,,,,,,,Create a cropped copy of the selected photograph. The photograph is displayed with the selected crop shown in yellow; create a cropped copy as described below. Change the crop aspect ratio.
Retouch,Resize,,,,,,,"Create small copies of selected photographs. If two memory cards are inserted, you can choose the card used to store the resized copies. Choose a destination."
Retouch,Resize,Resize selected pictures. Multiple pictures can be selected.,,,,,,
Retouch,Resize,Resize all pictures taken on selected dates.,,,,,,
Retouch,Resize,Resize all pictures in a selected folder.,,,,,,
Retouch,D-Lighting,,,,,,,D-Lighting brightens shadows. It is ideal for dark or backlit photographs. The edit display shows before and after images.
Retouch,Red-eye correction,,,,,,,Correct “red-eye” caused by light from the flash reflecting from the retinas of portrait subjects. Red-eye correction is available only with photographs taken using a flash.
Retouch,Straighten,,,,,,,Rotate pictures by up to ±5° in increments of approximately 0.25°
Retouch,Distortion control,,,,,,,Create copies with reduced peripheral distortion; this can reduce barrel distortion in pictures taken with wide-angle lenses or pin-cushion distortion in pictures taken with telephoto lenses. Select [Auto] to let the camera correct distortion automatically and then make fine adjustments using the multi selector. Select [Manual] to reduce distortion manually. The effect can be previewed in the edit display.
Retouch,Perspective control,,,,,,,Create copies that reduce the effects of perspective in photos taken looking up from the base of a tall object. The effect can be previewed in the edit display.
Retouch,Monochrome,,,,,,,
Retouch,Image overlay,,,,,,,"Image overlay combines existing photographs to create a single picture that is saved separately from the originals. One NEF (RAW) image can be overlaid on another using additive blending ([Add]), or multiple images can be combined using [L"
Retouch,Image overlay,Select pictures for the overlay one-by-one.,,,,,,
Retouch,Image overlay,Select two pictures; the overlay will include the two pictures and all images between them.,,,,,,
Retouch,Image overlay,The overlay will include all pictures in the selected folder.,,,,,,
Retouch,Trim movie,,,,,,,Create a copy from which unwanted footage has been removed (Choose Start/End Point)
Setup,HDMI,Auto,,,,,,"The RGB video signal input range varies with the HDMI device. , which matches the output range to the HDMI device, is recommended in most situations. If the camera is unable to determine the correct RGB video signal output range for the HDMI device, you can choose from the following options: [Limited range]: For devices with an RGB video signal input range of 16 to 235. Choose this option if you notice a loss of detail in shadows. [Full range]: For devices with an RGB video signal input range of 0 to 255. Choose this option if you notice that shadows are “washed out” or too bright."
Setup,HDMI,On,,,,,,"Choosing allows camera controls to be used to start and stop recording when the camera is connected via HDMI to a third-party recorder that supports the Atomos Open Protocol. External recording control is available with Atomos SHOGUN, NINJA, and SUMO-series Monitor recorders. For more information on device features and operation, contact the manufacturer or refer to the documentation provided with the recorder. The camera display will turn off automatically when the time selected for Custom Setting c3 [Power off delay] > [Standby timer] expires, ending HDMI output. When recording movies to an external device, select [Standby timer] and choose [No limit] or a time longer than the anticipated recording time. An icon will be displayed in the camera monitor when is selected: A is displayed during filming, B while movies are being recorded. During recording, check the recorder and recorder display to ensure that footage is being saved to the device. Note that selecting may disrupt the footage output to the device."
Setup,HDMI,Choose a bit depth for HDMI output.,,,,,,Choose a bit depth for HDMI output.
Setup,HDMI,N-Log,,,,,,Preserve details in highlights and shadows and avoid over-saturated colors when recording movies. is intended for footage that will be color graded during post-production. [HDR (HLG)] is used to record footage in HLG format for such applications as HDR broadcasting. The selected options appear in the shooting display. The footage will be recorded directly to the external device. It cannot be saved to the camera memory card. This option is available only when [10 bit] is selected for [Output data depth]. The minimum values available for the [ISO sensitivity settings] > [Maximum sensitivity] and [ISO sensitivity (Mode M)] items in the movie shooting menu are respectively ISO 1600 and ISO 800; the maximum for both is ISO 25600 (Z 7II) or 51200 (Z 6II).
Setup,HDMI,On,,,,,,"Choose for a live preview of video footage recorded with [N-Log] or [HDR (HLG)] selected for [N-Log/HDR (HLG) output options], but note that the colors in the preview are simplified for enhanced contrast. This has no effect on the footage actually recorded."

camera_menu_config
brand,Nikon,,,,,,,
model,Z6II,,,,,,,
css_file,nikonZ6ii,,,,,,,
